,0,1,2,3,4
OCPTF9M,"('K6QO', 0.9954031705856324)","('QBOL', 0.003586740233004)","('GHYX', 0.0006333541823551)","('ECY3', 0.000140282252687)","('PYUQ', 8.62363594933413e-05)"
LA0QOHI,"('K6QO', 0.9717571139335632)","('QBOL', 0.0186445191502571)","('GHYX', 0.0068985647521913)","('PYUQ', 0.0011075922520831)","('ECY3', 0.0007682804134674)"
52VW7JT,"('PYUQ', 0.4907583594322204)","('QBOL', 0.3279289007186889)","('K6QO', 0.13140369951725)","('GHYX', 0.0254208482801914)","('ECY3', 0.0099968239665031)"
97U35N3,"('QBOL', 0.9191121459007264)","('ECY3', 0.0275209583342075)","('GHYX', 0.0137184029445052)","('RIBP', 0.0117732090875506)","('JWFN', 0.0096682887524366)"
Q9VYDBU,"('RVSZ', 0.9998478889465332)","('GHYX', 8.5852385382168e-05)","('QBOL', 2.4684892196091823e-05)","('ECY3', 1.2739951671392191e-05)","('N2MW', 8.32322893984383e-06)"
MRT13CX,"('K6QO', 0.9879016876220704)","('QBOL', 0.0064574307762086)","('PYUQ', 0.0019674473442137)","('ECY3', 0.0014569791965186)","('7POT', 0.0006432350492104)"
HXDYFE2,"('QBOL', 0.6970405578613281)","('JWFN', 0.1704483330249786)","('ECY3', 0.1071336790919303)","('GHYX', 0.0136316260322928)","('SOP4', 0.0043933922424912)"
K1DORNS,"('K6QO', 0.6147522926330566)","('QBOL', 0.3763036727905273)","('PYUQ', 0.0037780210841447)","('ECY3', 0.0017567913746461)","('RIBP', 0.0008055236539803)"
QEJH9KF,"('K6QO', 0.9672826528549194)","('QBOL', 0.0227614380419254)","('GHYX', 0.0068120402283966)","('PYUQ', 0.0014446306740865)","('ECY3', 0.0003723500994965)"
GK53KTW,"('QBOL', 0.6278228759765625)","('RVSZ', 0.320101261138916)","('GHYX', 0.0263057742267847)","('7POT', 0.0058228429406881)","('RIBP', 0.0052309441380202)"
LJ7D1BJ,"('K6QO', 0.9611288905143738)","('QBOL', 0.0277800243347883)","('GHYX', 0.0067391446791589)","('PYUQ', 0.0011697086738422)","('ECY3', 0.0011212658137083)"
SOSAYKM,"('RVSZ', 0.999535322189331)","('GHYX', 0.0002760639472398)","('PYUQ', 9.490504453424364e-05)","('QBOL', 2.461448821122758e-05)","('ECY3', 1.5531626559095457e-05)"
4KLY39S,"('RVSZ', 0.9996367692947388)","('GHYX', 0.000143131808727)","('RIBP', 0.0001198654863401)","('N2MW', 1.848260399128776e-05)","('PYUQ', 1.485328539274633e-05)"
10F94G4,"('QBOL', 0.9761680960655212)","('GHYX', 0.0129027748480439)","('ECY3', 0.0043223602697253)","('PYUQ', 0.0028861567843705)","('RIBP', 0.0009550694958306)"
PFPNTIL,"('RVSZ', 0.999739944934845)","('GHYX', 0.0001615787332411)","('PYUQ', 3.4029715607175604e-05)","('QBOL', 1.8413025827612728e-05)","('SOP4', 1.5399720723507926e-05)"
CMEOEQI,"('QBOL', 0.9669544100761414)","('N2MW', 0.0085336314514279)","('PYUQ', 0.0065921223722398)","('JWFN', 0.0064609088003635)","('RIBP', 0.0031468863599002)"
LDROH9Q,"('QBOL', 0.6510513424873352)","('PYUQ', 0.140086144208908)","('RVSZ', 0.0817219093441963)","('GHYX', 0.0743862465023994)","('BSTQ', 0.0222131218761205)"
K17I3WL,"('QBOL', 0.6223855018615723)","('ECY3', 0.2582262456417084)","('GHYX', 0.0651884377002716)","('PYUQ', 0.0205608662217855)","('JWFN', 0.0205024480819702)"
T1CKOXS,"('K6QO', 0.9954237341880798)","('GHYX', 0.0022352125961333)","('QBOL', 0.0017435733461752)","('ECY3', 0.0002309477131348)","('AHXO', 6.596814637305215e-05)"
WB8LP06,"('RVSZ', 0.9997982382774352)","('GHYX', 8.568919292883947e-05)","('PYUQ', 4.954072574037127e-05)","('RIBP', 1.051376329996856e-05)","('ECY3', 9.541937288304323e-06)"
MA01DO9,"('PYUQ', 0.5514444708824158)","('RIBP', 0.1242323219776153)","('RVSZ', 0.1183970794081687)","('7POT', 0.0900241658091545)","('GHYX', 0.0632734522223472)"
CNWYKCQ,"('GHYX', 0.5066033005714417)","('RVSZ', 0.2077967971563339)","('PYUQ', 0.1642749905586242)","('N2MW', 0.0448701009154319)","('LJR9', 0.0285014100372791)"
S7PFXVR,"('RVSZ', 0.6029078364372253)","('QBOL', 0.2665816843509674)","('BSTQ', 0.0640115290880203)","('FM3X', 0.0324975624680519)","('RIBP', 0.0087538203224539)"
JB2OIZW,"('RVSZ', 0.9995508790016174)","('BSTQ', 0.0001479137717979)","('FM3X', 8.444076229352504e-05)","('QBOL', 7.626201113453135e-05)","('RIBP', 5.866906212759204e-05)"
GLMF0P8,"('K6QO', 0.9683831930160522)","('QBOL', 0.0211453530937433)","('PYUQ', 0.0065955920144915)","('GHYX', 0.0013332301750779)","('ECY3', 0.0007547024288214)"
3MKNNS0,"('RVSZ', 0.9996604919433594)","('PYUQ', 0.000134846792207)","('GHYX', 5.844049883307889e-05)","('ECY3', 4.563764014164917e-05)","('66FJ', 2.0020663214381784e-05)"
2QYSE14,"('RVSZ', 0.9998743534088136)","('GHYX', 3.1958934414433315e-05)","('SOP4', 2.2817706849309616e-05)","('QBOL', 1.6783951650722884e-05)","('PYUQ', 1.4182544873619918e-05)"
FVH2WCT,"('K6QO', 0.5728747248649597)","('QBOL', 0.1808521449565887)","('ECY3', 0.1465297192335128)","('GHYX', 0.0338853299617767)","('AHXO', 0.0220715627074241)"
AFG57JA,"('RVSZ', 0.999830722808838)","('GHYX', 9.949909144779669e-05)","('N2MW', 1.5213170627248472e-05)","('QBOL', 1.1282462764938828e-05)","('JWFN', 9.487584975431672e-06)"
MZTSS9Y,"('RVSZ', 0.999840259552002)","('QBOL', 3.0759772926103324e-05)","('GHYX', 2.6850038921111263e-05)","('N2MW', 2.620095801830757e-05)","('RIBP', 1.7573942386661656e-05)"
SJH98IK,"('RVSZ', 0.999908447265625)","('QBOL', 1.8180722690885887e-05)","('PYUQ', 1.4299802387540694e-05)","('GHYX', 1.4060085050005e-05)","('SOP4', 1.2670602700382004e-05)"
D26S97Q,"('RVSZ', 0.9998258948326112)","('7POT', 4.967953645973466e-05)","('GHYX', 2.1798532543471083e-05)","('PYUQ', 2.155749825760722e-05)","('QBOL', 1.768677611835301e-05)"
CASU0L3,"('RVSZ', 0.9997478127479552)","('GHYX', 9.477198909735308e-05)","('SOP4', 6.918264261912555e-05)","('RIBP', 3.280036980868317e-05)","('66FJ', 2.0255860363249667e-05)"
4DHXLCD,"('QBOL', 0.5726054906845093)","('PYUQ', 0.3009129762649536)","('ECY3', 0.0413566306233406)","('GHYX', 0.031790617853403)","('JWFN', 0.0219358503818511)"
FQ6CSAM,"('K6QO', 0.9891147613525392)","('GHYX', 0.004108706023544)","('PYUQ', 0.0030205876100808)","('QBOL', 0.0019090874120593)","('ECY3', 0.0011484379647299)"
J2I8PNL,"('RVSZ', 0.9994502663612366)","('PYUQ', 0.0004351019160822)","('N2MW', 2.736618807830382e-05)","('GHYX', 1.676453393884003e-05)","('7POT', 1.478102603869047e-05)"
GAWXYLU,"('RVSZ', 0.9993246793746948)","('PYUQ', 0.0003980599867645)","('N2MW', 0.0001104589100577)","('GHYX', 6.857836706331e-05)","('LJR9', 6.370639312081039e-05)"
720Q2YV,"('RVSZ', 0.9998109936714172)","('GHYX', 8.649028313811868e-05)","('QBOL', 3.363057840033434e-05)","('PYUQ', 1.9286593669676225e-05)","('ECY3', 1.6184876585612074e-05)"
81M0LLC,"('RVSZ', 0.999864101409912)","('GHYX', 3.343903517816216e-05)","('QBOL', 2.705902625166345e-05)","('N2MW', 2.6670451916288584e-05)","('AHXO', 8.121982318698429e-06)"
8AAOVHL,"('K6QO', 0.9564821720123292)","('QBOL', 0.0380019545555114)","('GHYX', 0.0036798822693526)","('PYUQ', 0.000302041938994)","('ECY3', 0.0002196228742832)"
25OQPKU,"('K6QO', 0.9241617918014526)","('PYUQ', 0.0392159223556518)","('QBOL', 0.0239008292555809)","('GHYX', 0.0043853907845914)","('N2MW', 0.0027031193021684)"
86F563N,"('RVSZ', 0.998749852180481)","('GHYX', 0.0010987604036927)","('QBOL', 6.336650403682142e-05)","('PYUQ', 5.2412578952498734e-05)","('N2MW', 9.622242032492068e-06)"
02SG9CO,"('RVSZ', 0.999854326248169)","('QBOL', 5.432713442132808e-05)","('GHYX', 4.709550921688788e-05)","('AHXO', 1.0953235687338749e-05)","('PYUQ', 4.826836175197968e-06)"
19I2RHS,"('RVSZ', 0.9998539686203004)","('PYUQ', 5.639953087666072e-05)","('N2MW', 4.577044819598086e-05)","('ECY3', 1.1854703188873827e-05)","('66FJ', 6.505357305286452e-06)"
1YBNOHU,"('ECY3', 0.5322346091270447)","('QBOL', 0.4227475225925445)","('PYUQ', 0.0154058523476123)","('GHYX', 0.0148227047175168)","('JWFN', 0.0038929271977394)"
K35X7GB,"('RVSZ', 0.9998483657836914)","('PYUQ', 6.188172119436786e-05)","('GHYX', 2.8186177587485872e-05)","('QBOL', 2.1598749299300835e-05)","('SOP4', 1.2359995707811322e-05)"
3Q0WO21,"('RVSZ', 0.9997254014015198)","('GHYX', 0.0001608802995178)","('QBOL', 5.835212505189702e-05)","('PYUQ', 1.9017634258489124e-05)","('ECY3', 1.663525472395122e-05)"
V77FUOE,"('RVSZ', 0.980000913143158)","('QBOL', 0.0054073142819106)","('GHYX', 0.0037451763637363)","('PYUQ', 0.0028086265083402)","('7POT', 0.0027740828227251)"
1H2HY2J,"('66FJ', 0.5259838104248047)","('RIBP', 0.424648255109787)","('QBOL', 0.0126637853682041)","('SOP4', 0.0105938268825411)","('8NN1', 0.0098943533375859)"
SELHI7W,"('K6QO', 0.9593061804771424)","('QBOL', 0.0339601300656795)","('GHYX', 0.0027397398371249)","('PYUQ', 0.0012925172923132)","('N2MW', 0.0008691737893968)"
KA4GK1J,"('QBOL', 0.5224534273147583)","('GHYX', 0.119753859937191)","('PYUQ', 0.1161120757460594)","('ECY3', 0.1036859303712844)","('RIBP', 0.0543151460587978)"
B050CYI,"('ECY3', 0.6533294320106506)","('K6QO', 0.3047365546226501)","('QBOL', 0.0331740975379943)","('GHYX', 0.003975533414632)","('PYUQ', 0.0015942965401336)"
LUVFDKU,"('K6QO', 0.9245592951774596)","('QBOL', 0.0465729646384716)","('GHYX', 0.0216194819658994)","('N2MW', 0.0019147823331877)","('PYUQ', 0.0018952350364997)"
KI0SQ14,"('7POT', 0.3620502054691314)","('8NN1', 0.1549085229635238)","('ECY3', 0.1438231319189071)","('RVSZ', 0.0835263431072235)","('QBOL', 0.0687761455774307)"
30TY1QW,"('QBOL', 0.7234675884246826)","('K6QO', 0.221242606639862)","('PYUQ', 0.0335307009518146)","('GHYX', 0.0074273399077355)","('RIBP', 0.0054633165709674)"
2G88GHP,"('K6QO', 0.9338008761405944)","('QBOL', 0.0420239865779876)","('GHYX', 0.0140188531950116)","('PYUQ', 0.0078235333785414)","('ECY3', 0.0004566615680232)"
SZXTKVR,"('RVSZ', 0.9994809031486512)","('PYUQ', 0.0003769627655856)","('QBOL', 3.66312924597878e-05)","('GHYX', 2.0145742382737808e-05)","('7POT', 1.836107367125805e-05)"
G5GT1T7,"('J9JW', 0.9961122870445251)","('GHYX', 0.0026252346578985)","('QBOL', 0.0008467203006148)","('PYUQ', 9.653066808823496e-05)","('RVSZ', 9.632697037886828e-05)"
NTIVZ0E,"('K6QO', 0.9649985432624816)","('QBOL', 0.0288087502121925)","('GHYX', 0.0029236157424747)","('N2MW', 0.0023556074593216)","('ECY3', 0.0002687029191292)"
VRHU4UT,"('K6QO', 0.9945933222770692)","('GHYX', 0.0020997037645429)","('QBOL', 0.0020374262239784)","('ECY3', 0.0004598083905875)","('PYUQ', 0.0001825090148486)"
3KG4AWN,"('RVSZ', 0.9997289776802064)","('GHYX', 0.0001455051969969)","('N2MW', 4.572118632495403e-05)","('QBOL', 2.3269842131412588e-05)","('AHXO', 1.3760876754531637e-05)"
G47V3C2,"('J9JW', 0.987272083759308)","('GHYX', 0.0091994209215044)","('QBOL', 0.0022948097903281)","('RVSZ', 0.0004929461283609)","('PYUQ', 0.0004675553063862)"
WG8NSJ2,"('K6QO', 0.9982271790504456)","('QBOL', 0.0013744158204644)","('GHYX', 0.0001052171282935)","('PYUQ', 9.498244617134333e-05)","('N2MW', 7.166055002016947e-05)"
6S8A46H,"('QBOL', 0.2398909926414489)","('8NN1', 0.1794608682394027)","('RVSZ', 0.1578292548656463)","('LJR9', 0.1471351385116577)","('PYUQ', 0.1218035444617271)"
3XPPS4S,"('RVSZ', 0.9998372793197632)","('GHYX', 7.531349547207355e-05)","('PYUQ', 4.375532444100827e-05)","('ECY3', 8.01782516646199e-06)","('RIBP', 7.235360953927739e-06)"
JM6LFVJ,"('RVSZ', 0.9996225833892822)","('QBOL', 0.0001692697405815)","('PYUQ', 6.583382491953671e-05)","('GHYX', 5.86140449740924e-05)","('LJR9', 2.129348285961896e-05)"
9TQ9IGG,"('QBOL', 0.9106417894363404)","('RVSZ', 0.0339573137462139)","('PYUQ', 0.0328775458037853)","('N2MW', 0.0018717622151598)","('SOP4', 0.0017058281227946)"
CDO6UDH,"('QBOL', 0.6672841310501099)","('K6QO', 0.2850095629692077)","('ECY3', 0.0123128928244113)","('GHYX', 0.0098350513726472)","('PYUQ', 0.0063031911849975)"
LGAMK0V,"('N2MW', 0.979189157485962)","('GHYX', 0.0081927524879574)","('RVSZ', 0.0071562868542969)","('QBOL', 0.0016052214195951)","('PYUQ', 0.0009364705765619)"
4DRKNIU,"('PYUQ', 0.4142020046710968)","('RVSZ', 0.3953225314617157)","('LJR9', 0.050410158932209)","('7POT', 0.0329439528286457)","('N2MW', 0.0210447832942008)"
6EBUZZC,"('RVSZ', 0.9998489618301392)","('PYUQ', 6.103303894633427e-05)","('7POT', 1.908594276756048e-05)","('RIBP', 1.8921602531918325e-05)","('GHYX', 1.7672498870524578e-05)"
9J55C3V,"('QBOL', 0.8153985142707825)","('K6QO', 0.1156531944870948)","('PYUQ', 0.0232889130711555)","('RIBP', 0.016530392691493)","('7POT', 0.0086609898135066)"
80Z8ITF,"('QBOL', 0.916207492351532)","('ECY3', 0.0266960244625806)","('GHYX', 0.0265774000436067)","('66FJ', 0.0095153637230396)","('RIBP', 0.0065564247779548)"
GCLATRK,"('K6QO', 0.9785964488983154)","('RIBP', 0.0052228574641048)","('N2MW', 0.0051015634089708)","('PYUQ', 0.0035791029222309)","('ECY3', 0.0028285302687436)"
Y6F5TX0,"('66FJ', 0.7846071124076843)","('SOP4', 0.1734799593687057)","('RVSZ', 0.0179859604686498)","('RIBP', 0.0150855090469121)","('PYUQ', 0.0052775461226701)"
O2TJTI5,"('RVSZ', 0.99986732006073)","('GHYX', 6.516071152873337e-05)","('QBOL', 1.0189370186708402e-05)","('PYUQ', 8.79659546626499e-06)","('JWFN', 8.612274541519582e-06)"
HYMZZF5,"('K6QO', 0.9785969257354736)","('QBOL', 0.0140733011066913)","('ECY3', 0.0034792262595146)","('P5DA', 0.0012259221402928)","('GHYX', 0.0010625561699271)"
O2UYP2R,"('RVSZ', 0.5548521876335144)","('GHYX', 0.2552495896816253)","('PYUQ', 0.1073140203952789)","('N2MW', 0.0335024371743202)","('7POT', 0.0124920401722192)"
6IYYO4J,"('7POT', 0.9819942116737366)","('RIBP', 0.007557950913906)","('LJR9', 0.0035246049519628)","('QBOL', 0.0031361659057438)","('RVSZ', 0.0014930088073015)"
T1XVKQK,"('K6QO', 0.9479255080223083)","('GHYX', 0.0210878681391477)","('RIBP', 0.017454357817769)","('PYUQ', 0.0042964033782482)","('ECY3', 0.0039073261432349)"
OIVSLJF,"('QBOL', 0.8173899054527283)","('GHYX', 0.0682733729481697)","('PYUQ', 0.0516306385397911)","('JWFN', 0.0240159258246421)","('ECY3', 0.0221969224512577)"
ISSZLAP,"('RVSZ', 0.999863862991333)","('GHYX', 4.0896808059187606e-05)","('N2MW', 3.5222183214500546e-05)","('PYUQ', 1.0785560334625188e-05)","('JWFN', 9.522708751319442e-06)"
MOZOBN2,"('K6QO', 0.982677161693573)","('ECY3', 0.0043524415232241)","('JWFN', 0.0036620416212826)","('GHYX', 0.002100532175973)","('66FJ', 0.0017930798931047)"
HYMVH9W,"('K6QO', 0.987502098083496)","('QBOL', 0.0065518422052264)","('GHYX', 0.0034666415303945)","('ECY3', 0.0005002593970857)","('N2MW', 0.0004706909239757)"
8KH230I,"('QBOL', 0.6042730808258057)","('ECY3', 0.2399216741323471)","('JWFN', 0.1174160167574882)","('GHYX', 0.0127548184245824)","('RIBP', 0.0095216576009988)"
KTO7EZ8,"('RVSZ', 0.9997037053108216)","('PYUQ', 0.0001010537089314)","('7POT', 5.6879856856539845e-05)","('QBOL', 2.984596176247578e-05)","('8NN1', 2.618539110699203e-05)"
2YJK4NE,"('QBOL', 0.8905031085014343)","('ECY3', 0.0420942045748233)","('GHYX', 0.0242447983473539)","('JWFN', 0.0239927005022764)","('BSTQ', 0.006116428412497)"
O8OJVMS,"('RVSZ', 0.999574601650238)","('PYUQ', 0.0002252565027447)","('QBOL', 8.767277904553339e-05)","('N2MW', 2.725430931604933e-05)","('7POT', 2.2098867702879943e-05)"
Q2GDBJ3,"('RVSZ', 0.9990830421447754)","('SOP4', 0.0003644216048996)","('RIBP', 0.0003125329094473)","('66FJ', 0.0001200486367451)","('GHYX', 2.510170088498853e-05)"
J1FBD0T,"('K6QO', 0.9484643936157228)","('QBOL', 0.036728847771883)","('GHYX', 0.0108596934005618)","('PYUQ', 0.0017712287371978)","('N2MW', 0.0005923578864894)"
M1I15EN,"('K6QO', 0.9952996969223022)","('QBOL', 0.003299388801679)","('GHYX', 0.0004383685009088)","('ECY3', 0.0002106589236063)","('N2MW', 0.0002046685112873)"
OME51I9,"('QBOL', 0.5668134689331055)","('GHYX', 0.2466085851192474)","('ECY3', 0.0903135761618614)","('PYUQ', 0.0741891041398048)","('JWFN', 0.0088270828127861)"
B3O1125,"('JZ9D', 0.9984446167945862)","('QBOL', 0.0011648643994703)","('BSTQ', 0.0001025004457915)","('RVSZ', 6.734880298608914e-05)","('GHYX', 6.330606993287802e-05)"
NZEC3LJ,"('K6QO', 0.9856605529785156)","('GHYX', 0.0083051649853587)","('QBOL', 0.0035803883802145)","('RIBP', 0.0007000066107138)","('ECY3', 0.0005623801262117)"
CYA03QS,"('K6QO', 0.5248016119003296)","('PYUQ', 0.2324621528387069)","('QBOL', 0.1905386000871658)","('GHYX', 0.0377164557576179)","('ECY3', 0.00773910805583)"
9J924Z2,"('K6QO', 0.9275715947151184)","('GHYX', 0.0313308425247669)","('QBOL', 0.0287073608487844)","('ECY3', 0.0072157098911702)","('PYUQ', 0.0015280385268852)"
EHFW7AX,"('JZ9D', 0.9980642199516296)","('QBOL', 0.0011461094254627)","('GHYX', 0.000441249954747)","('PYUQ', 0.0001649001205805)","('RVSZ', 0.0001016648093354)"
L230GRC,"('RVSZ', 0.999817192554474)","('GHYX', 3.600841591833159e-05)","('QBOL', 3.597724935389124e-05)","('PYUQ', 2.79991563729709e-05)","('ECY3', 2.193581167375669e-05)"
NPCQZ91,"('RVSZ', 0.9997603297233582)","('PYUQ', 7.276241376530379e-05)","('N2MW', 6.771925836801529e-05)","('GHYX', 2.537702494009864e-05)","('AHXO', 1.848092142608948e-05)"
BV7NQ0G,"('RVSZ', 0.6628615856170654)","('PYUQ', 0.234727457165718)","('GHYX', 0.0840233713388443)","('N2MW', 0.0036516557447612)","('7POT', 0.0023887422867119)"
MANMB3O,"('K6QO', 0.9969764947891236)","('QBOL', 0.0024903952144086)","('GHYX', 0.0001498952769907)","('N2MW', 9.533086267765611e-05)","('PYUQ', 8.589040953665972e-05)"
1DLW303,"('PYUQ', 0.6067788004875183)","('RVSZ', 0.2717885076999664)","('GHYX', 0.0949361994862556)","('RIBP', 0.0087247034534811)","('N2MW', 0.0039722775109112)"
GHZTX9U,"('RVSZ', 0.9998106360435486)","('PYUQ', 8.252327825175598e-05)","('GHYX', 3.786526940530166e-05)","('QBOL', 1.8535618437454104e-05)","('SOP4', 1.1226724382140674e-05)"
WFZQ9I1,"('K6QO', 0.8373756408691406)","('QBOL', 0.1297276467084884)","('PYUQ', 0.0122619466856122)","('N2MW', 0.0058373278006911)","('RIBP', 0.0037956517189741)"
WBALUJ0,"('RVSZ', 0.9045684933662416)","('PYUQ', 0.0573706552386283)","('QBOL', 0.0104039702564477)","('SOP4', 0.0063431072048842)","('66FJ', 0.0062136319465935)"
QNGKD7K,"('RVSZ', 0.999622106552124)","('GHYX', 0.0001146241702372)","('7POT', 6.72894821036607e-05)","('LJR9', 6.558313907589763e-05)","('PYUQ', 5.905908619752154e-05)"
FM6JXWV,"('QBOL', 0.7181539535522461)","('ECY3', 0.148917019367218)","('PYUQ', 0.0391719192266464)","('GHYX', 0.0345063842833042)","('N2MW', 0.0282887984067201)"
882RJTR,"('GHYX', 0.5681744813919067)","('QBOL', 0.3406660258769989)","('ECY3', 0.0467923507094383)","('PYUQ', 0.0226208195090293)","('JWFN', 0.0077122342772781)"
QBG5L15,"('K6QO', 0.8938577175140381)","('QBOL', 0.0643346011638641)","('GHYX', 0.012931253761053)","('RIBP', 0.0115415211766958)","('ECY3', 0.0073575684800744)"
9PH2FM3,"('RVSZ', 0.573782205581665)","('QBOL', 0.278698593378067)","('BSTQ', 0.0408592633903026)","('ECY3', 0.0390291586518287)","('PYUQ', 0.0185510925948619)"
OKJXXOX,"('RVSZ', 0.9998443126678468)","('GHYX', 4.651973722502589e-05)","('N2MW', 2.84173456748249e-05)","('QBOL', 2.565628892625682e-05)","('PYUQ', 1.6119209249154665e-05)"
D8W7HSI,"('K6QO', 0.9806216359138488)","('QBOL', 0.0091286245733499)","('GHYX', 0.0057724290527403)","('RIBP', 0.0023143915459513)","('PYUQ', 0.0004652943753171)"
YW8R1ST,"('K6QO', 0.9908459782600404)","('GHYX', 0.0044028731063008)","('N2MW', 0.0016939117340371)","('ECY3', 0.0010711979120969)","('AHXO', 0.0005657192668877)"
EFX2DWB,"('K6QO', 0.9286352396011353)","('QBOL', 0.0514026246964931)","('PYUQ', 0.0114124007523059)","('GHYX', 0.0032880660146474)","('ECY3', 0.0031706690788269)"
3BC9VQ6,"('RIBP', 0.4663363397121429)","('66FJ', 0.3157053291797638)","('8NN1', 0.0627520158886909)","('RVSZ', 0.0626267939805984)","('QBOL', 0.0592951625585556)"
EX1I00M,"('JZ9D', 0.9968093037605286)","('K6QO', 0.0018049685750156)","('QBOL', 0.0010917858453467)","('BSTQ', 7.31123800505884e-05)","('ECY3', 5.943432915955782e-05)"
X5B331M,"('RVSZ', 0.9996416568756104)","('GHYX', 0.0002752297441475)","('PYUQ', 3.1758227123646066e-05)","('66FJ', 2.149691135855392e-05)","('7POT', 7.067725618981058e-06)"
ZM6F6TK,"('K6QO', 0.998095691204071)","('QBOL', 0.0011353596346452)","('GHYX', 0.0002392396418144)","('RIBP', 0.0001151979231508)","('PYUQ', 0.0001116792191169)"
9S6EI8L,"('RVSZ', 0.999727427959442)","('GHYX', 0.0001268319610971)","('PYUQ', 6.555152504006401e-05)","('QBOL', 4.711149813374504e-05)","('SOP4', 7.034245300019393e-06)"
OIAET2V,"('PYUQ', 0.624481201171875)","('RVSZ', 0.1584879606962204)","('SOP4', 0.062785692512989)","('QBOL', 0.0544468350708484)","('RIBP', 0.0318644121289253)"
JN2LMZA,"('RIBP', 0.8332862257957458)","('66FJ', 0.0690381154417991)","('QBOL', 0.0451659895479679)","('SOP4', 0.0269251819700002)","('PYUQ', 0.0106328316032886)"
0Z9SJJ8,"('JZ9D', 0.994077444076538)","('QBOL', 0.005711359437555)","('RVSZ', 5.5309639719780535e-05)","('GHYX', 5.066618541604839e-05)","('RIBP', 2.031383337453008e-05)"
K6Y03J3,"('RVSZ', 0.9997926354408264)","('QBOL', 0.0001148089286289)","('FM3X', 1.705842987576034e-05)","('RIBP', 1.4889968042552937e-05)","('GHYX', 1.3579739970737135e-05)"
MLBAB6X,"('66FJ', 0.4587326347827911)","('RIBP', 0.426576554775238)","('SOP4', 0.0465447306632995)","('QBOL', 0.0340918228030204)","('K6QO', 0.0157286915928125)"
AKB5YVP,"('QBOL', 0.9044165015220642)","('PYUQ', 0.0246181339025497)","('ECY3', 0.018923407420516)","('JWFN', 0.0171208400279283)","('N2MW', 0.0127107063308358)"
59LY8G3,"('QBOL', 0.6894320845603943)","('ECY3', 0.1598994731903076)","('GHYX', 0.0850572288036346)","('JWFN', 0.0285222753882408)","('PYUQ', 0.0150167541578412)"
TDKYW2K,"('RVSZ', 0.999806821346283)","('N2MW', 6.08739246672485e-05)","('PYUQ', 3.735249265446328e-05)","('GHYX', 3.3350337616866454e-05)","('RIBP', 1.761965177138336e-05)"
V6SYL84,"('K6QO', 0.984406590461731)","('GHYX', 0.0076485131867229)","('QBOL', 0.0058355145156383)","('RIBP', 0.0005494627403095)","('PYUQ', 0.0004810036334674)"
B7B0EBU,"('QBOL', 0.6121749877929688)","('JWFN', 0.3225593268871307)","('PYUQ', 0.0250905491411685)","('N2MW', 0.0170016046613454)","('ECY3', 0.0076900385320186)"
